,CRIMETYPE,DATETIME,CASENUMBER,DESCRIPTION,POLICEBEAT,ADDRESS,CITY,STATE,Location,lat,lng
3296,STOLEN VEHICLE,02/19/2020 06:30:00 PM,20-009885,VEHICLE THEFT - AUTO,22X,3800 WHITTLE AV,Oakland,CA,"3800 WHITTLE AV
Oakland, CA
(37.803554, -122.213478)",37.803182,-122.213656
3297,BURG - RESIDENTIAL,02/19/2020 08:00:00 PM,20-009801,BURGLARY-FORCIBLE ENTRY,77X,15400 HESPERIAN BLVD,Oakland,CA,"15400 HESPERIAN BLVD
Oakland, CA",37.693843,-122.1296164
3298,ROBBERY,02/16/2020 09:40:00 AM,20-009115,ROBBERY-KNIFE OR CUTTING INSTRUMENT,07X,1200 W GRAND AV,Oakland,CA,"1200 W GRAND AV
Oakland, CA
(37.815865, -122.285022)",37.8158635,-122.2850502
3299,FRAUD,03/12/2020 10:00:00 AM,20-907366,USE ANOTHER'S PERSONAL IDENTIFICATION TO OBTAIN CREDIT/ETC.,10Y,900 54TH ST,Oakland,CA,"900 54TH ST
Oakland, CA
(37.838343, -122.273803)",37.8383601,-122.2737646
3300,BURG - RESIDENTIAL,03/06/2020 08:00:00 PM,20-906859,BURGLARY-FORCIBLE ENTRY,04X,1700 FRANKLIN ST,Oakland,CA,"1700 FRANKLIN ST
Oakland, CA
(37.806175, -122.268505)",37.8062072,-122.2682573
3301,FORCIBLE RAPE,04/01/2019 12:00:00 AM,20-017026,SEX PENETRATION WITH FOREIGN OBJECT:VICTIM DRUGGED/ETC,34X,2000 85TH AV,Oakland,CA,"2000 85TH AV
Oakland, CA
(37.756861, -122.170449)",37.75672780000001,-122.1702811
3302,PETTY THEFT,02/10/2020 11:47:00 PM,20-008217,THEFT,27X,1900 47TH AV,Oakland,CA,"1900 47TH AV
Oakland, CA
(37.773213, -122.208714)",37.7732331,-122.2086892
3303,GRAND THEFT,03/17/2020 03:39:00 PM,20-907368,MAIL/ETC THEFT/ETC,06X,600 31ST ST,Oakland,CA,"600 31ST ST
Oakland, CA
(37.820542, -122.270432)",37.8205341,-122.2703455
3304,DOMESTIC VIOLENCE,03/15/2020 05:04:00 AM,20-014550,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,22Y,3200 DELAWARE ST,Oakland,CA,"3200 DELAWARE ST
Oakland, CA
(37.794183, -122.204536)",37.7946877,-122.205177
3305,OTHER,04/18/2020 04:35:00 PM,20-908803,MAIL/ETC THEFT/ETC,13Z,5900 MCANDREW DR,Oakland,CA,"5900 MCANDREW DR
Oakland, CA
(37.828289, -122.218017)",37.8283592,-122.2180022
3306,BURG - RESIDENTIAL,05/15/2020 04:38:00 AM,20-024179,POSSESS/ETC BURGLARY TOOLS,21Y,2600 SCHOOL ST,Oakland,CA,"2600 SCHOOL ST
Oakland, CA
(37.795744, -122.219618)",37.79570289999999,-122.2194685
3307,STOLEN VEHICLE,02/12/2020 12:00:00 PM,20-009735,VEHICLE THEFT - AUTO,77X,8300 C ST,Oakland,CA,"8300 C ST
Oakland, CA",37.7464958,-122.1778972
3308,STOLEN VEHICLE,03/24/2020 05:22:00 PM,20-016026,VEHICLE THEFT - AUTO,24Y,3300 LOMA VISTA WY,Oakland,CA,"3300 LOMA VISTA WY
Oakland, CA
(37.790194, -122.203147)",37.7901851,-122.2031463
3309,DOMESTIC VIOLENCE,04/14/2020 04:00:00 PM,20-019233,CRIMINAL THREATS  THREATED CRIME W/INTENT TO TERRORIZE,24Y,2300 HUMBOLDT AV,Oakland,CA,"2300 HUMBOLDT AV
Oakland, CA
(37.78779, -122.214358)",37.7870941,-122.2152411
3310,MISCELLANEOUS TRAFFIC CRIME,01/21/2020 12:04:00 AM,20-003738,DUI ALCOHOL/0.08 PERCENT,30X,8100 OLIVE ST,Oakland,CA,"8100 OLIVE ST
Oakland, CA
(37.759933, -122.172723)",37.7599271,-122.1727488
3311,BURG - AUTO,03/23/2020 05:30:00 PM,20-015962,ATTEMPT VEHICLE THEFT-AUTO,12Y,5300 MILES AV,Oakland,CA,"5300 MILES AV
Oakland, CA
(37.840268, -122.257482)",37.8402691,-122.2574606
3312,MISDEMEANOR ASSAULT,04/14/2020 02:42:00 PM,20-019221,"FORCE/ADW-HANDS, FISTS, FEET: GBI",30X,2000 CHURCH ST,Oakland,CA,"2000 CHURCH ST
Oakland, CA
(37.764266, -122.185572)",37.7642733,-122.1853671
3313,ROBBERY,03/09/2020 12:15:00 AM,20-013280,ASSAULT WITH FIREARM ON PERSON,15X,3000 LAKESHORE AV,Oakland,CA,"3000 LAKESHORE AV
Oakland, CA
(37.809105, -122.247522)",37.808868,-122.2473534
3314,,04/30/2020 12:31:00 AM,20-021692,VANDALISM [UNDER $400],19X,2000 15TH ST,Oakland,CA,"2000 15TH ST
Oakland, CA",37.786313,-122.238935
3315,MISDEMEANOR ASSAULT,04/02/2020 03:17:00 PM,20-017406,FORCE/ADW-OTHER DANGEROUS WEAPON:GBI,30Y,2700 PARKER AV,Oakland,CA,"2700 PARKER AV
Oakland, CA
(37.764921, -122.169996)",37.76478,-122.1699263
3316,BURG - AUTO,07/30/2019 10:00:00 PM,20-009729,BURGLARY-AUTO,35Y,3100 MIDDLETON ST,Oakland,CA,"3100 MIDDLETON ST
Oakland, CA
(37.733301, -122.138874)",37.7334836,-122.1388416
3317,PROSTITUTION,02/28/2020 05:54:00 PM,20-011562,DISORDERLY CONDUCT:PROSTITUTION,19X,19TH AV & E 15TH ST,Oakland,CA,"19TH AV & E 15TH ST
Oakland, CA
(37.787307, -122.240264)",37.7819525,-122.2312518
3318,VANDALISM,03/15/2020 11:15:00 PM,20-907090,VANDALISM,08X,300 38TH ST,Oakland,CA,"300 38TH ST
Oakland, CA
(37.826214, -122.257579)",37.825995,-122.2575069
3319,,05/02/2020 01:32:00 PM,20-022171,VANDALISM:DEFACE PROPERTY,02Y,1500 8TH ST,Oakland,CA,"1500 8TH ST
Oakland, CA
(37.806607, -122.295624)",37.8066418,-122.295636
3320,BURG - OTHER,02/05/2020 04:00:00 PM,20-007621,BURGLARY-NO FORCE,27Y,2300 57TH AV,Oakland,CA,"2300 57TH AV
Oakland, CA
(37.771014, -122.19466)",37.7706114,-122.1948474
3321,THREATS,01/24/2020 01:13:00 PM,20-004489,CRIMINAL THREATS  THREATED CRIME W/INTENT TO TERRORIZE,06X,2200 SAN PABLO AV,Oakland,CA,"2200 SAN PABLO AV
Oakland, CA
(37.812471, -122.273819)",37.8116026,-122.2735363
3322,BURG - AUTO,02/20/2020 02:00:00 PM,20-010004,BURGLARY-AUTO,03Y,400 7TH ST,Oakland,CA,"400 7TH ST
Oakland, CA
(37.799026, -122.272977)",37.7990493,-122.2729885
3323,BURG - AUTO,03/17/2020 08:50:00 PM,20-907370,BURGLARY-AUTO,77X,BOSTON AVE,Oakland,CA,"BOSTON AVE
Oakland, CA",37.7978302,-122.2134702
3324,DOMESTIC VIOLENCE,03/15/2020 05:04:00 AM,20-014550,GRAND THEFT:MONEY/LABOR/PROPERTY  OVER $400,22Y,3200 DELAWARE ST,Oakland,CA,"3200 DELAWARE ST
Oakland, CA
(37.794183, -122.204536)",37.7946877,-122.205177
3325,,03/16/2020 07:40:00 PM,20-014849,BURGLARY-AUTO,22X,3500 FRUITVALE AV,Oakland,CA,"3500 FRUITVALE AV
Oakland, CA
(37.800418, -122.216111)",37.8002191,-122.2159381
3326,BURG - AUTO,02/15/2020 10:00:00 PM,20-009950,BURGLARY-AUTO,15X,300 E 18TH ST,Oakland,CA,"300 E 18TH ST
Oakland, CA
(37.799513, -122.251499)",37.7997685,-122.2515973
3327,PETTY THEFT,01/31/2020 12:00:00 AM,20-008822,THEFT,23X,3500 FOOTHILL BLVD,Oakland,CA,"3500 FOOTHILL BLVD
Oakland, CA
(37.782111, -122.219088)",37.782112,-122.2187431
3328,OTHER,03/17/2020 11:46:00 AM,20-014929,CONTEMPT OF COURT:DISOBEY COURT ORDER/ETC,26Y,1200 78TH AV,Oakland,CA,"1200 78TH AV
Oakland, CA
(37.75566, -122.186436)",37.7555499,-122.1863008
3329,,03/18/2020 08:39:00 PM,20-015153,BATTERY,30Y,8100 DOWLING ST,Oakland,CA,"8100 DOWLING ST
Oakland, CA
(37.762107, -122.169853)",37.761215,-122.1694883
3330,BURG - AUTO,02/19/2020 07:50:00 PM,20-009803,BURGLARY-AUTO,31X,400 HEGENBERGER RD,Oakland,CA,"400 HEGENBERGER RD
Oakland, CA
(37.735772, -122.197083)",37.7344015,-122.1976291
3331,,04/18/2020 06:00:00 PM,20-021574,VANDALISM-$400,17X,800 FOOTHILL BLVD,Oakland,CA,"800 FOOTHILL BLVD
Oakland, CA
(37.794721, -122.249352)",37.7948607,-122.2492044
3332,THREATS,01/24/2020 01:13:00 PM,20-004489,THEFT,06X,2200 SAN PABLO AV,Oakland,CA,"2200 SAN PABLO AV
Oakland, CA
(37.812471, -122.273819)",37.8116026,-122.2735363
3333,GRAND THEFT,02/11/2020 07:00:00 AM,20-008226,GRAND THEFT:MONEY/LABOR/PROPERTY  OVER $400,17Y,7TH AV & E 21ST ST,Oakland,CA,"7TH AV & E 21ST ST
Oakland, CA
(37.798933, -122.245742)",37.7921335,-122.237309
3334,VANDALISM,03/13/2020 03:10:00 PM,20-907187,VANDALISM,12Y,300 60TH ST,Oakland,CA,"300 60TH ST
Oakland, CA
(37.847053, -122.254192)",37.8470432,-122.2542335
3335,FELONY ASSAULT,03/17/2020 04:46:00 PM,20-014954,BATTERY W/SERIOUS BODILY INJURY,31Y,9900 EMPIRE RD,Oakland,CA,"9900 EMPIRE RD
Oakland, CA
(37.729192, -122.189404)",37.7292784,-122.1896314
3336,RECOVERED VEHICLE - OAKLAND STOLEN,03/03/2020 09:00:00 PM,20-012379,VEHICLE THEFT - AUTO,27X,5200 CONGRESS AV,Oakland,CA,"5200 CONGRESS AV
Oakland, CA
(37.773489, -122.201879)",37.7734425,-122.2019082
3337,,04/29/2020 03:34:00 PM,20-021649,ILLEGALLY POSSESS ANY ASSUALT WEAPON,34X,400 7TH ST,Oakland,CA,"400 7TH ST
Oakland, CA
(37.799026, -122.272977)",37.7990493,-122.2729885
3338,VANDALISM,03/28/2020 05:20:00 PM,20-908813,VANDALISM,23X,4200 FOOTHILL BLVD,Oakland,CA,"4200 FOOTHILL BLVD
Oakland, CA
(37.775764, -122.213006)",37.775912,-122.2128479
3339,,03/10/2020 04:00:00 PM,20-013847,VEHICLE THEFT - AUTO,32Y,2400 108TH AV,Oakland,CA,"2400 108TH AV
Oakland, CA
(37.741177, -122.152773)",37.7410473,-122.1526733
3340,GRAND THEFT,03/17/2020 10:00:00 PM,20-907374,THEFT,01X,100 EMBARCADERO WEST,Oakland,CA,"100 EMBARCADERO WEST
Oakland, CA
(37.792939, -122.270989)",37.7923078,-122.2692259
3341,BURG - AUTO,03/09/2020 08:00:00 PM,20-906909,BURGLARY-AUTO,01X,200 BROADWAY,Oakland,CA,"200 BROADWAY
Oakland, CA
(37.796401, -122.276074)",37.7961312,-122.2759923
3342,BURG - AUTO,02/06/2020 03:30:00 PM,20-907097,BURGLARY-AUTO,21Y,2600 PRENTISS PL,Oakland,CA,"2600 PRENTISS PL
Oakland, CA
(37.788878, -122.219744)",37.78885229999999,-122.2197224
3343,STOLEN VEHICLE,03/06/2020 09:00:00 PM,20-013004,VEHICLE THEFT - AUTO,10Y,800 42ND ST,Oakland,CA,"800 42ND ST
Oakland, CA
(37.831976, -122.271079)",37.8319007,-122.27059
3344,OTHER,03/15/2020 10:45:00 PM,20-014664,CONTEMPT OF COURT:DISOBEY COURT ORDER/ETC,32Y,2300 103RD AV,Oakland,CA,"2300 103RD AV
Oakland, CA
(37.744002, -122.156712)",37.7440303,-122.1567117
3345,BURG - AUTO,02/10/2020 06:30:00 PM,20-904571,BURGLARY-AUTO,09X,40TH ST & HOWE ST,Oakland,CA,"40TH ST & HOWE ST
Oakland, CA
(37.826098, -122.254445)",37.8260452,-122.254549
3346,FORGERY & COUNTERFEITING,04/01/2020 12:47:00 PM,20-017224,POSSESS CONTROLLED SUBSTANCE PARAPHERNALIA,30Y,7000 BANCROFT AV,Oakland,CA,"7000 BANCROFT AV
Oakland, CA
(37.76692, -122.178191)",37.7679644,-122.1775485
3347,BURG - AUTO,04/04/2020 02:30:00 PM,20-908080,BURGLARY-AUTO,77X,BROADWAY / SHERIDAN RD TERRACE,Oakland,CA,"BROADWAY / SHERIDAN RD TERRACE
Oakland, CA",37.8457292,-122.229449
3348,BURG - AUTO,03/24/2020 03:52:00 AM,20-015952,BURGLARY-AUTO,31Y,00 AIRPORT ACCESS RD,Oakland,CA,"00 AIRPORT ACCESS RD
Oakland, CA",37.7258197,-122.1983834
3349,DOMESTIC VIOLENCE,04/29/2020 10:11:00 AM,20-021587,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,25X,4100 GREGORY ST,Oakland,CA,"4100 GREGORY ST
Oakland, CA
(37.794666, -122.185136)",37.79463399999999,-122.184882
3350,,03/12/2020 07:00:00 AM,20-014066,VEHICLE THEFT - AUTO,20X,2600 E 12TH ST,Oakland,CA,"2600 E 12TH ST
Oakland, CA
(37.780024, -122.232752)",37.7801502,-122.2323499
3351,MISDEMEANOR ASSAULT,02/23/2020 07:30:00 PM,20-010529,BATTERY ON PEACE OFFICER/EMERGENCY PERSONNEL/ETC,10Y,900 45TH ST,Oakland,CA,"900 45TH ST
Oakland, CA
(37.834494, -122.273158)",37.8344668,-122.2730091
3352,,03/17/2020 03:58:00 PM,20-014948,SC UNEXPLAINED DEATH,10X,5900 SAN PABLO AV,Oakland,CA,"5900 SAN PABLO AV
Oakland, CA
(37.842371, -122.283453)",37.8420451,-122.2833511
3353,MISDEMEANOR ASSAULT,05/01/2020 06:20:00 PM,20-021969,BATTERY,34X,1700 AUSEON AV,Oakland,CA,"1700 AUSEON AV
Oakland, CA
(37.753865, -122.172845)",37.7537098,-122.1727202
3354,PETTY THEFT,02/14/2020 02:00:00 PM,20-008987,THEFT,05X,1800 ADELINE ST,Oakland,CA,"1800 ADELINE ST
Oakland, CA
(37.812364, -122.285116)",37.8123782,-122.2851382
3355,ROBBERY,04/29/2020 03:00:00 PM,20-021693,CARJACKING WITH FIREARM,30X,8000 OLIVE ST,Oakland,CA,"8000 OLIVE ST
Oakland, CA
(37.760518, -122.173177)",37.7605958,-122.1730418
3356,DOMESTIC VIOLENCE,02/08/2020 12:00:00 PM,20-008970,CRIMINAL THREATS  THREATED CRIME W/INTENT TO TERRORIZE,03X,400 7TH ST,Oakland,CA,"400 7TH ST
Oakland, CA
(37.799026, -122.272977)",37.7990493,-122.2729885
3357,BURG - AUTO,03/24/2020 05:28:00 AM,20-015957,CRIMINAL THREATS  THREATED CRIME W/INTENT TO TERRORIZE,20X,1000 FRUITVALE AV,Oakland,CA,"1000 FRUITVALE AV
Oakland, CA
(37.775635, -122.226856)",37.7753139,-122.2270023
3358,,03/12/2020 07:00:00 PM,20-014131,BATTERY,02Y,900 MANDELA PKWY,Oakland,CA,"900 MANDELA PKWY
Oakland, CA
(37.806731, -122.292808)",37.8068147,-122.2923242
3359,BURG - AUTO,04/08/2020 12:00:00 AM,20-908547,BURGLARY-AUTO,10X,900 60TH ST,Oakland,CA,"900 60TH ST
Oakland, CA
(37.844571, -122.275373)",37.84452539999999,-122.2756115
3360,GRAND THEFT,03/30/2020 04:10:00 PM,20-908084,THEFT,35X,9700 GOLF LINKS RD,Oakland,CA,"9700 GOLF LINKS RD
Oakland, CA
(37.754263, -122.152098)",37.75378180000001,-122.151431
3361,GRAND THEFT,04/05/2020 02:11:00 AM,20-908099,GRAND THEFT,14X,200 ADAMS ST,Oakland,CA,"200 ADAMS ST
Oakland, CA
(37.813228, -122.257957)",37.813273,-122.2579083
3362,BURG - AUTO,04/09/2020 03:05:00 PM,20-908279,BURGLARY-AUTO,07X,2700 ADELINE ST,Oakland,CA,"2700 ADELINE ST
Oakland, CA
(37.819494, -122.282535)",37.8194841,-122.2822401
3363,VANDALISM,03/24/2020 04:49:00 AM,20-015933,VANDALISM:DAMAGE PROPERTY,35X,2600 CHEROKEE AV,Oakland,CA,"2600 CHEROKEE AV
Oakland, CA
(37.75171, -122.15619)",37.752072,-122.1560443
3364,PETTY THEFT,04/05/2020 04:42:00 PM,20-017861,POSS STOLEN VEH/VES/ETC,07X,2200 WOOD ST,Oakland,CA,"2200 WOOD ST
Oakland, CA
(37.81904, -122.293247)",37.8196495,-122.2928169
3365,STOLEN VEHICLE,02/20/2020 12:00:00 AM,20-010136,VEHICLE THEFT - AUTO,29X,4000 ALTAMONT AV,Oakland,CA,"4000 ALTAMONT AV
Oakland, CA
(37.776522, -122.167348)",37.7764184,-122.167221
3366,BURG - AUTO,04/10/2020 11:00:00 PM,20-908364,BURGLARY-AUTO,17X,600 E 17TH ST,Oakland,CA,"600 E 17TH ST
Oakland, CA
(37.79673, -122.249959)",37.7969518,-122.2502683
3367,FELONY ASSAULT,04/05/2020 09:00:00 PM,20-017894,CARRY STOLEN LOADED FIREARM,29X,3400 64TH AV PL,Oakland,CA,"3400 64TH AV PL
Oakland, CA
(37.774246, -122.178365)",37.7740991,-122.1782635
3368,BURG - RESIDENTIAL,04/04/2020 02:00:00 AM,20-017638,BURGLARY-FORCIBLE ENTRY,23X,600 HIGH ST,Oakland,CA,"600 HIGH ST
Oakland, CA
(37.76763, -122.22112)",37.767434,-122.220747
3369,OTHER,03/12/2020 12:00:00 AM,20-015924,CHILD STEALING,07X,2800 FILBERT ST,Oakland,CA,"2800 FILBERT ST
Oakland, CA
(37.820407, -122.27878)",37.8195791,-122.2790663
3370,FELONY ASSAULT,03/23/2020 12:17:00 PM,20-015912,BATTERY,26Y,1000 SEMINARY AV,Oakland,CA,"1000 SEMINARY AV
Oakland, CA
(37.760884, -122.205557)",37.7608961,-122.2055138
3371,STOLEN VEHICLE,03/10/2020 07:30:00 AM,20-013570,VEHICLE THEFT - AUTO,33X,8900 D ST,Oakland,CA,"8900 D ST
Oakland, CA
(37.748041, -122.179967)",37.7481815,-122.1797269
3372,STOLEN VEHICLE,04/22/2020 01:20:00 PM,20-020434,VEHICLE THEFT - AUTO,19X,1300 INTERNATIONAL BLVD,Oakland,CA,"1300 INTERNATIONAL BLVD
Oakland, CA
(37.789733, -122.246902)",37.789941,-122.2467816
3373,VANDALISM,04/14/2020 03:59:00 PM,20-908569,VANDALISM,10X,5900 IDAHO ST,Oakland,CA,"5900 IDAHO ST
Oakland, CA
(37.842604, -122.280357)",37.8425984,-122.280387
3374,BURG - AUTO,02/16/2020 03:00:00 PM,20-904950,BURGLARY-AUTO,04X,SAN PABLO AV & 17TH ST,Oakland,CA,"SAN PABLO AV & 17TH ST
Oakland, CA
(37.807118, -122.272124)",37.8071308,-122.2721248
3375,BURG - RESIDENTIAL,02/03/2020 10:48:00 AM,20-006556,BURGLARY-FORCIBLE ENTRY,16Y,800 GLENDOME CIR,Oakland,CA,"800 GLENDOME CIR
Oakland, CA
(37.812829, -122.219949)",37.812602,-122.21994
3376,BURG - RESIDENTIAL,04/04/2020 04:00:00 AM,20-908041,BURGLARY-FORCIBLE ENTRY,07X,800 ATHENS AV,Oakland,CA,"800 ATHENS AV
Oakland, CA
(37.815709, -122.274999)",37.8157164,-122.2750457
3377,FORGERY & COUNTERFEITING,03/14/2020 12:00:00 AM,20-014479,OBT CREDIT/ETC:OTHER'S ID,15X,300 LESTER AV,Oakland,CA,"300 LESTER AV
Oakland, CA
(37.801668, -122.251423)",37.8016604,-122.2513755
3378,WEAPONS,02/26/2020 08:52:00 AM,20-011123,POSSESS NARCOTIC CONTROLLED SUBSTANCE,03X,00 DEDMAN COURT,Oakland,CA,"00 DEDMAN COURT
Oakland, CA",37.7369023,-122.3849467
3379,BURG - AUTO,03/14/2020 07:20:00 PM,20-908096,BURGLARY-AUTO,19X,200 E 12TH ST,Oakland,CA,"200 E 12TH ST
Oakland, CA
(37.797265, -122.257298)",37.7972771,-122.2572746
3380,FELONY ASSAULT,03/23/2020 12:17:00 PM,20-015912,FORCE/ADW-OTHER DANGEROUS WEAPON:GBI,26Y,1000 SEMINARY AV,Oakland,CA,"1000 SEMINARY AV
Oakland, CA
(37.760884, -122.205557)",37.7608961,-122.2055138
3381,GRAND THEFT,03/06/2020 06:30:00 AM,20-907293,GRAND THEFT,77X,47TH AV,Oakland,CA,"47TH AV
Oakland, CA",37.7724987,-122.209246
3382,FELONY ASSAULT,04/03/2020 04:30:00 AM,20-017577,CRUELTY TO ELDER/DEPENDENT ADULT WITH LIKELY GBI OR DEATH,35Y,00 OAK HILL CIR,Oakland,CA,"00 OAK HILL CIR
Oakland, CA",37.7587666,-122.1427608
3383,,04/01/2020 10:55:00 AM,20-017208,VEHICLE THEFT - AUTO,30X,7200 BANCROFT AV,Oakland,CA,"7200 BANCROFT AV
Oakland, CA
(37.766093, -122.177258)",37.7681292,-122.1761509
3384,MISDEMEANOR ASSAULT,04/03/2020 05:32:00 PM,20-017586,BATTERY ON PEACE OFFICER/EMERGENCY PERSONNEL/ETC,30X,1500 79TH AV,Oakland,CA,"1500 79TH AV
Oakland, CA
(37.757872, -122.180779)",37.7578834,-122.180778
3385,,05/06/2020 05:30:00 PM,20-022973,DISORDERLY CONDUCT:PROSTITUTION,19X,1400 BLK OF INTERNATIONAL BL,Oakland,CA,"1400 BLK OF INTERNATIONAL BL
Oakland, CA
(37.789203, -122.245725)",37.789468,-122.2455083
3386,STOLEN VEHICLE,03/23/2020 05:00:00 PM,20-016015,VEHICLE THEFT - AUTO,25Y,7600 HANSOM DR,Oakland,CA,"7600 HANSOM DR
Oakland, CA
(37.779621, -122.143591)",37.7797053,-122.1433138
3387,PETTY THEFT,03/05/2020 10:46:00 AM,20-906793,MAIL/ETC THEFT/ETC,29X,6100 BUENA VENTURA AV,Oakland,CA,"6100 BUENA VENTURA AV
Oakland, CA
(37.778491, -122.178095)",37.7785832,-122.1778644
3388,VANDALISM,02/02/2020 02:30:00 PM,20-905202,VANDALISM,02X,100 ADELINE ST,Oakland,CA,"100 ADELINE ST
Oakland, CA
(37.800188, -122.289484)",37.799708,-122.289097
3389,BURG - AUTO,02/02/2020 12:00:00 AM,20-007000,BURGLARY-AUTO,35Y,00 EDGEMONT WY,Oakland,CA,"00 EDGEMONT WY
Oakland, CA",37.7496335,-122.1372049
3390,FRAUD,03/17/2020 08:15:00 PM,20-907383,USE ANOTHER'S PERSONAL IDENTIFICATION TO OBTAIN CREDIT/ETC.,04X,1600 HARRISON ST,Oakland,CA,"1600 HARRISON ST
Oakland, CA
(37.804651, -122.266523)",37.8045405,-122.266142
3391,FELONY ASSAULT,02/19/2020 10:18:00 PM,20-009829,EXHIBIT DEADLY WEAPON OTHER THAN FIREARM,33X,1200 90TH AV,Oakland,CA,"1200 90TH AV
Oakland, CA
(37.748318, -122.177791)",37.7481687,-122.177687
3392,OTHER,03/17/2020 12:42:00 PM,20-014994,CONTEMPT OF COURT:DISOBEY COURT ORDER/PROCESS (AMENDED),31Y,9400 EMPIRE RD,Oakland,CA,"9400 EMPIRE RD
Oakland, CA
(37.734359, -122.194939)",37.7343547,-122.1949425
3393,,03/24/2020 09:00:00 PM,20-016114,VEHICLE THEFT - AUTO,17Y,3300 ELLIOT ST,Oakland,CA,"3300 ELLIOT ST
Oakland, CA
(37.802275, -122.234562)",37.8022988,-122.2345702
3394,PETTY THEFT,02/14/2020 11:37:00 AM,20-008828,APPROPRIATE LOST PROPERTY-MISD,04X,200 FRANK H OGAWA PLZ,Oakland,CA,"200 FRANK H OGAWA PLZ
Oakland, CA
(37.80569, -122.271943)",37.8057664,-122.2722019
3395,NARCOTICS,02/28/2020 04:50:00 PM,20-011554,POSSESS CONTROLLED SUBSTANCE FOR SALE,06X,600 SYCAMORE ST,Oakland,CA,"600 SYCAMORE ST
Oakland, CA
(37.815423, -122.270452)",37.8154052,-122.2703238
3396,WEAPONS,02/25/2020 04:30:00 PM,20-010922,MISD-ILL USE OF TEAR GAS/TEAR GAS WEAPON,04X,200 14TH ST,Oakland,CA,"200 14TH ST
Oakland, CA
(37.801984, -122.265237)",37.802002,-122.265255
3397,PROSTITUTION,02/24/2020 06:59:00 PM,20-010735,DISORDERLY CONDUCT:PROSTITUTION,19X,1700 EMBARCADERO COVE,Oakland,CA,"1700 EMBARCADERO COVE
Oakland, CA",37.784468,-122.243495
3398,BURG - AUTO,02/19/2020 05:30:00 PM,20-009808,BURGLARY-AUTO,19X,1700 EMBARCADERO,Oakland,CA,"1700 EMBARCADERO
Oakland, CA
(37.785863, -122.24564)",37.784468,-122.243495
3399,BURG - AUTO,03/07/2020 03:30:00 PM,20-906721,BURGLARY-AUTO,25Y,7800 HANSOM DR,Oakland,CA,"7800 HANSOM DR
Oakland, CA
(37.776589, -122.139833)",37.7767365,-122.1395875
3400,,03/16/2020 09:12:00 PM,20-014844,BATTERY,14X,300 GRAND AV,Oakland,CA,"300 GRAND AV
Oakland, CA
(37.809029, -122.256834)",37.8093223,-122.2568367
3401,PETTY THEFT,02/08/2020 12:00:00 AM,20-008251,THEFT,07X,800 MILTON ST,Oakland,CA,"800 MILTON ST
Oakland, CA
(37.817192, -122.275474)",37.8172041,-122.2755124
3402,PETTY THEFT,03/25/2020 04:00:00 PM,20-016164,THEFT,17Y,2500 8TH AV,Oakland,CA,"2500 8TH AV
Oakland, CA
(37.800793, -122.240847)",37.8005483,-122.2409189
3403,BURG - AUTO,03/13/2020 10:00:00 PM,20-907297,BURGLARY-AUTO,08X,3200 WEBSTER ST,Oakland,CA,"3200 WEBSTER ST
Oakland, CA
(37.820858, -122.262825)",37.820478,-122.2627402
3404,VANDALISM,02/13/2020 07:25:00 PM,20-907382,VANDALISM,77X,HOWE ST ST,Oakland,CA,"HOWE ST ST
Oakland, CA",37.8283263,-122.2515117
3405,PETTY THEFT,01/01/2020 12:00:00 AM,20-010462,THEFT,03Y,400 7TH ST,Oakland,CA,"400 7TH ST
Oakland, CA
(37.799026, -122.272977)",37.7990493,-122.2729885
3406,GRAND THEFT,03/02/2020 12:00:00 AM,20-907024,GRAND THEFT,35Y,9700 MOUNTAIN BLVD,Oakland,CA,"9700 MOUNTAIN BLVD
Oakland, CA
(37.755005, -122.149425)",37.75482040000001,-122.14928
3407,STOLEN VEHICLE,02/19/2020 06:00:00 PM,20-009865,VEHICLE THEFT - AUTO,28X,2700 MONTICELLO AV,Oakland,CA,"2700 MONTICELLO AV
Oakland, CA
(37.779141, -122.198419)",37.779003,-122.1982614
3408,DOMESTIC VIOLENCE,02/19/2020 07:55:00 PM,20-009798,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,07X,1000 32ND ST,Oakland,CA,"1000 32ND ST
Oakland, CA
(37.82306, -122.277962)",37.8230092,-122.2777154
3409,FELONY ASSAULT,03/17/2020 07:24:00 PM,20-014982,FORCE/ADW-OTHER DANGEROUS WEAPON:GBI,35Y,9500 MOUNTAIN BLVD,Oakland,CA,"9500 MOUNTAIN BLVD
Oakland, CA
(37.75773, -122.147594)",37.7578404,-122.1472728
3410,DOMESTIC VIOLENCE,02/19/2020 11:45:00 PM,20-009843,EXHIBIT DEADLY WEAPON OTHER THAN FIREARM,21Y,3200 CHAMPION ST,Oakland,CA,"3200 CHAMPION ST
Oakland, CA
(37.796824, -122.216022)",37.7968205,-122.2160335
3411,GRAND THEFT,04/15/2020 11:00:00 PM,20-908684,GRAND THEFT,22Y,3400 GUIDO ST,Oakland,CA,"3400 GUIDO ST
Oakland, CA
(37.800008, -122.191189)",37.8000812,-122.1909899
3412,,05/01/2020 04:20:00 AM,20-909670,BURGLARY-AUTO,12Y,6000 CHABOT ROAD,Oakland,CA,"6000 CHABOT ROAD
Oakland, CA
(37.847123, -122.25204)",37.8471374,-122.2520101
